movie_title,original_genres,predicted_genres
Sympathy for Lady Vengeance,"['Drama', 'Thriller']",Drama
Mozart's Sister,['Drama'],Drama
Mean Machine,"['Comedy', 'Drama']",
Exiled,"['Action', 'Crime', 'Thriller']",Drama Thriller
Blackthorn,"['Adventure', 'Action', 'Western']",
Lilya 4-ever,"['Crime', 'Drama']",Drama
After.Life,"['Drama', 'Horror', 'Mystery', 'Thriller']",Drama
Fugly,"['Comedy', 'Drama', 'Thriller']",Comedy Drama
One Flew Over the Cuckoo's Nest,['Drama'],Drama
R.L. Stine's Monsterville: The Cabinet of Souls,"['Comedy', 'Horror']",
Silent Movie,['Comedy'],Comedy
Airlift,"['Thriller', 'Action', 'Drama', 'History']",Drama
Anne of Green Gables,"['Drama', 'Family']",Drama
Falcon Rising,"['Adventure', 'Action']",
The Sweeney,"['Action', 'Drama', 'Crime']",Crime Drama
Sexy Beast,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller
Easy Money,"['Drama', 'Thriller', 'Crime']",Drama
Whale Rider,"['Drama', 'Family']",Drama
Paa,"['Drama', 'Family', 'Foreign']",Drama
Cargo,"['Thriller', 'Mystery', 'Science Fiction']",Science Fiction
High School Musical,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",Comedy Drama
Love and Death on Long Island,"['Drama', 'Romance', 'Foreign']",Comedy Drama Romance
Night Watch,"['Fantasy', 'Action', 'Thriller']",Thriller
The Crying Game,"['Romance', 'Crime', 'Drama', 'Thriller']",Drama
Porky's,['Comedy'],
Survival of the Dead,"['Horror', 'Science Fiction']",Horror
Night of the Living Dead,['Horror'],Horror
Lost in Translation,['Drama'],Comedy Drama
Annie Hall,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
The Greatest Show on Earth,"['Action', 'Drama', 'Romance']",
Monster's Ball,"['Drama', 'Romance']",Drama Romance
Maggie,['Horror'],
Leaving Las Vegas,"['Drama', 'Romance']",Drama
Hansel and Gretel Get Baked,"['Horror', 'Comedy']",
The Front Page,"['Romance', 'Drama', 'Comedy']",Comedy Drama
The Boy Next Door,['Thriller'],Drama
Trapeze,['Drama'],Comedy
The Kids Are All Right,"['Comedy', 'Drama']",Comedy Drama
They Live,"['Action', 'Horror', 'Science Fiction', 'Thriller']",
The Great Escape,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",Drama
What the #$*! Do We (K)now!?,['Documentary'],
The Last Exorcism Part II,"['Horror', 'Thriller']",
Boyhood,['Drama'],Drama
Scoop,"['Comedy', 'Mystery']",Drama
The Wash,"['Action', 'Comedy']",Comedy
3 Strikes,"['Action', 'Comedy', 'Romance']",Comedy
The Cooler,"['Drama', 'Romance']",Drama
The Misfits,"['Drama', 'Action', 'Romance']",Drama Romance
The Night Listener,"['Drama', 'Thriller']",Drama
The Jerky Boys,"['Comedy', 'Crime']",Comedy Crime
The Orphanage,"['Horror', 'Drama', 'Thriller']",Drama
A Haunted House 2,"['Comedy', 'Horror']",
The Rules of Attraction,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Topaz,"['Action', 'Drama', 'Mystery', 'Thriller']",Action Drama Thriller
Let's Go to Prison,"['Comedy', 'Crime']",Drama
Four Rooms,"['Crime', 'Comedy']",Comedy
Secretary,"['Comedy', 'Drama', 'Romance']",Drama
The Real Cancun,['Documentary'],Comedy
Talk Radio,['Drama'],Drama
Waiting for Guffman,"['Music', 'Comedy']",
Love Stinks,"['Comedy', 'Romance']",Comedy Romance
You Kill Me,"['Comedy', 'Crime', 'Thriller', 'Romance']",Drama
Thumbsucker,"['Comedy', 'Drama']",Comedy Drama
Red State,"['Horror', 'Action', 'Thriller']",
Mirrormask,['Fantasy'],
Samsara,"['Drama', 'Documentary']",Drama
The Barbarians,"['Fantasy', 'Adventure']",Adventure
The Art of Getting By,"['Drama', 'Romance']",Comedy Drama
Zipper,"['Thriller', 'Drama']",Drama
Poolhall Junkies,"['Comedy', 'Drama', 'Thriller']",Drama
The Loss of Sexual Innocence,['Drama'],Drama
Holy Motors,"['Drama', 'Fantasy']",Drama
Joe,['Drama'],Drama
Shooting Fish,"['Crime', 'Comedy', 'Romance']",Comedy
Prison,"['Crime', 'Drama', 'Horror', 'Thriller']",Drama
Psycho Beach Party,['Comedy'],Comedy
The Big Tease,"['Comedy', 'Foreign']",Comedy
"Guten Tag, Ramón",['Drama'],Drama
Trust,"['Crime', 'Drama', 'Thriller']",Drama
An Everlasting Piece,"['Comedy', 'Crime']",
Among Giants,"['Comedy', 'Romance']",Comedy Romance
Adore,['Drama'],Comedy Drama
The Velocity of Gary,"['Drama', 'Romance']",Drama Romance
Mondays in the Sun,['Drama'],Drama
Stake Land,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",Action Horror
The Last Time I Committed Suicide,['Drama'],Comedy Drama
Futuro Beach,['Drama'],Drama
Another Happy Day,"['Comedy', 'Drama']",Comedy Drama
A Lonely Place to Die,"['Adventure', 'Action', 'Thriller', 'Crime']",
Nothing,"['Comedy', 'Fantasy', 'Science Fiction']",Comedy
The Geographer Drank His Globe Away,['Drama'],Drama
1776,"['Drama', 'Comedy', 'History', 'Music']",Drama
Inescapable,"['Thriller', 'Romance']",Drama Romance
Hell's Angels,"['Action', 'Drama', 'History']",Drama
Purple Violets,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
The Veil,['Horror'],
The Loved Ones,['Horror'],
The Helpers,['Horror'],Comedy
How to Fall in Love,"['Comedy', 'Romance', 'TV Movie']",Comedy
The Perfect Wave,"['Romance', 'Adventure', 'Drama']",Drama
A Man for All Seasons,"['Drama', 'History']",Drama
Network,['Drama'],Drama
Gone with the Wind,"['Drama', 'Romance', 'War']",Drama Romance
Desert Dancer,['Drama'],Drama
Major Dundee,"['War', 'Western']",Drama
Annie Get Your Gun,"['Action', 'Comedy', 'Music', 'Romance', 'Western']",Comedy
Four Lions,"['Comedy', 'Crime', 'Drama']",
The House of Sand,['Drama'],Drama
Defendor,"['Drama', 'Action', 'Comedy', 'Crime']",Action Crime Drama
The Pirate,"['Music', 'Romance']",Romance
The Good Heart,"['Drama', 'Comedy', 'Romance']",Comedy Drama
The History Boys,"['Comedy', 'Drama']",Drama
Midnight Cowboy,['Drama'],Drama
The Full Monty,['Comedy'],Comedy
Airplane!,['Comedy'],Comedy
Chain of Command,"['Thriller', 'Adventure', 'Action']",Drama Thriller
Friday,['Comedy'],Comedy
Menace II Society,"['Drama', 'Action', 'Crime']",Drama
Creepshow 2,['Horror'],Horror
The Ballad of Cable Hogue,"['Action', 'Comedy', 'Western']",
In Cold Blood,"['Crime', 'Drama']",Crime Drama
The Nun's Story,['Drama'],Drama
Harper,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",Drama Thriller
Frenzy,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Drama Thriller
The Witch,"['Mystery', 'Horror']",
I Got the Hook Up,"['Action', 'Comedy']",Comedy
She's the One,"['Comedy', 'Romance']",Comedy Drama Romance
Gods and Monsters,['Drama'],Drama
The Secret in Their Eyes,"['Crime', 'Drama', 'Mystery', 'Romance']",Crime Drama Thriller
Train,"['Horror', 'Thriller']",
Evil Dead II,"['Horror', 'Comedy', 'Fantasy']",Horror
Pootie Tang,"['Action', 'Comedy']",
Sharknado,"['TV Movie', 'Horror']",
The Other Conquest,"['Drama', 'Foreign']",Drama
Troll Hunter,"['Fantasy', 'Horror']",Adventure Thriller
Ira & Abby,"['Comedy', 'Romance']",Comedy Drama Romance
Winter Passing,"['Comedy', 'Drama']",Comedy Drama
D.E.B.S.,['Action'],Comedy
The Masked Saint,"['Crime', 'Action']",Drama
The Betrayed,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Drama Thriller
Taxman,"['Action', 'Crime', 'Comedy', 'Thriller']",Comedy Crime Thriller
The Secret,['Drama'],Drama
2:13,"['Horror', 'Thriller', 'Mystery']",Thriller
"Batman: The Dark Knight Returns, Part 2","['Action', 'Animation']",Action
Time to Choose,['Documentary'],
In the Name of the King III,"['Action', 'Adventure', 'Drama', 'Fantasy']",Drama
Wicked Blood,"['Action', 'Drama', 'Thriller']",Action Drama Thriller
Stranded,['Drama'],Drama Thriller
Lords of London,"['Crime', 'Mystery', 'Thriller']",Thriller
High Anxiety,"['Comedy', 'Music']",Comedy
March of the Penguins,"['Documentary', 'Family']",Comedy
Margin Call,"['Thriller', 'Drama']",Drama Thriller
August,['Drama'],Drama
Choke,"['Comedy', 'Drama']",Drama
Whiplash,['Drama'],Drama
City of God,"['Drama', 'Crime']",Drama
Human Traffic,"['Comedy', 'Drama']",Comedy
To Write Love on Her Arms,"['Drama', 'Music']",Drama
The Dead Girl,"['Mystery', 'Drama', 'Crime', 'Thriller']",Drama
The Hunt,['Drama'],Drama
A Christmas Story,"['Comedy', 'Family']",Comedy Family
Bella,"['Drama', 'Romance']",Comedy Drama
Class of 1984,"['Action', 'Drama', 'Horror', 'Crime', 'Thriller']",Crime Drama
The Opposite Sex,['Comedy'],Comedy
Dreaming of Joseph Lees,"['Romance', 'Drama']",Drama
The Class,['Drama'],Drama
Rosemary's Baby,"['Horror', 'Drama', 'Mystery']",
The Man Who Shot Liberty Valance,['Western'],
Adam,"['Drama', 'Romance']",Drama
Maria Full of Grace,"['Drama', 'Thriller', 'Crime']",Crime Drama
Beginners,"['Drama', 'Romance', 'Comedy']",Drama Romance
Feast,"['Action', 'Comedy', 'Horror']",
Animal House,['Comedy'],Comedy
Goldfinger,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
Antiviral,"['Science Fiction', 'Horror']",
It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",Comedy Drama
Trainspotting,"['Drama', 'Crime']",Crime Drama
The Original Kings of Comedy,['Comedy'],Comedy
Paranormal Activity 2,"['Horror', 'Thriller']",Horror
Waking Ned,"['Comedy', 'Romance']",Drama
Bowling for Columbine,['Documentary'],
Coming Home,['Drama'],Drama
A Nightmare on Elm Street Part 2: Freddy's Revenge,['Horror'],Horror
A Room with a View,"['Drama', 'Romance']",Drama
The Purge,"['Science Fiction', 'Horror', 'Thriller']",Thriller
Sinister,"['Horror', 'Thriller', 'Mystery']",Thriller
Martin Lawrence Live: Runteldat,['Comedy'],Comedy Drama
Cat on a Hot Tin Roof,"['Drama', 'Romance']",Drama Romance
Beneath the Planet of the Apes,"['Adventure', 'Science Fiction', 'Mystery']",Action
Air Bud,"['Comedy', 'Family', 'Drama']",Comedy Drama
Pokémon: Spell of the Unknown,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",
Friday the 13th Part VI: Jason Lives,"['Horror', 'Mystery', 'Thriller']",Horror Thriller
The Bridge on the River Kwai,"['Drama', 'History', 'War']",Drama
Spaced Invaders,"['Comedy', 'Family', 'Science Fiction']",Comedy
Family Plot,"['Comedy', 'Crime', 'Thriller']",Thriller
The Apartment,"['Comedy', 'Drama', 'Romance']",Comedy Romance
Jason Goes to Hell: The Final Friday,"['Fantasy', 'Horror', 'Thriller']",Horror Thriller
Torn Curtain,"['Mystery', 'Thriller']",Drama
Dave Chappelle's Block Party,"['Comedy', 'Documentary', 'Music']",Drama
Slow West,"['Romance', 'Thriller', 'Western']",Drama
Krush Groove,"['Drama', 'Music', 'Romance']",Drama
Next Day Air,"['Action', 'Comedy', 'Crime']",Comedy
Elmer Gantry,['Drama'],Drama
Judgment at Nuremberg,"['Drama', 'History']",Drama
Trippin',"['Comedy', 'Romance']",Comedy
Red River,['Western'],
Phat Girlz,"['Comedy', 'Romance']",Comedy Drama Romance
Before Midnight,"['Romance', 'Drama']",
Teen Wolf Too,"['Comedy', 'Fantasy', 'Family']",Comedy
Phantasm II,"['Action', 'Horror', 'Science Fiction', 'Thriller']",
Woman Thou Art Loosed,['Drama'],Drama
Real Women Have Curves,"['Comedy', 'Drama']",Comedy Drama Romance
Water,"['Drama', 'Foreign', 'Romance']",Drama
East Is East,['Comedy'],Comedy Drama
Whipped,"['Comedy', 'Romance']",Comedy
Kama Sutra - A Tale of Love,"['Drama', 'History', 'Romance']",Drama Romance
Please Give,"['Comedy', 'Drama']",Comedy Drama
Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy']",
Warlock: The Armageddon,"['Fantasy', 'Horror', 'Science Fiction']",
8 Heads in a Duffel Bag,"['Comedy', 'Crime']",Comedy
Days of Heaven,"['Drama', 'Romance']",Comedy Drama Romance
Thirteen Conversations About One Thing,['Drama'],Drama
Jawbreaker,['Comedy'],Comedy
Basquiat,"['Drama', 'History']",Drama
Frances Ha,"['Comedy', 'Drama']",Comedy Drama
Tsotsi,"['Crime', 'Drama']",Drama
Happiness,"['Comedy', 'Drama']",Comedy Drama
DysFunktional Family,"['Comedy', 'Documentary']",Comedy
Tusk,"['Comedy', 'Horror']",
Oldboy,"['Drama', 'Thriller', 'Mystery', 'Action']",Drama Thriller
Letters to God,"['Action', 'Drama', 'Family', 'Thriller']",Drama
Hobo with a Shotgun,"['Action', 'Comedy', 'Thriller']",Action Crime Thriller
Compadres,"['Action', 'Comedy']",Action
Freeway,"['Comedy', 'Drama', 'Thriller']",Drama
Love's Abiding Joy,"['TV Movie', 'Action', 'Drama', 'Family']",Drama
Fish Tank,['Drama'],Comedy Drama
Damsels in Distress,"['Comedy', 'Romance']",Comedy
Creature,"['Horror', 'Science Fiction', 'Thriller']",
Bachelorette,"['Comedy', 'Romance']",Comedy
Brave New Girl,"['Drama', 'Music', 'Family']",Comedy
Tim and Eric's Billion Dollar Movie,['Comedy'],Comedy
Summer Storm,"['Comedy', 'Drama']",Comedy Drama
Fort McCoy,"['War', 'Drama', 'History']",Drama War
Chain Letter,"['Horror', 'Thriller']",
Just Looking,"['Drama', 'Comedy']",Comedy Drama
The Divide,['Science Fiction'],
The Eclipse,"['Drama', 'Horror', 'Romance']",Drama
Demonic,"['Thriller', 'Horror']",Horror Thriller
My Big Fat Independent Movie,['Comedy'],Comedy
The Deported,"['Comedy', 'Family']",Comedy
Tanner Hall,['Drama'],Drama
Open Road,"['Action', 'Drama', 'Thriller']",Drama
They Came Together,['Comedy'],Comedy
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,['Comedy'],
Never Back Down 2: The Beatdown,"['Drama', 'Action']",Action
Point Blank,"['Action', 'Crime', 'Drama', 'Thriller']",
Four Single Fathers,"['Drama', 'Comedy']",Comedy Drama
Enter the Dangerous Mind,['Thriller'],Drama
Something Wicked,"['Mystery', 'Thriller']",Drama Thriller
AWOL-72,['Thriller'],Action Thriller
Iguana,[],
Chicago Overcoat,"['Action', 'Crime', 'Thriller']",
Barry Munday,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Central Station,['Drama'],Drama
Pocketful of Miracles,"['Comedy', 'Drama']",Comedy
Close Range,"['Crime', 'Action']",Action
Boynton Beach Club,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Amnesiac,"['Thriller', 'Mystery', 'Drama', 'Horror']",Drama Thriller
Freakonomics,['Documentary'],
High Tension,"['Horror', 'Thriller', 'Mystery']",
Griff the Invisible,"['Romance', 'Comedy', 'Drama']",Comedy Drama Romance
Unnatural,"['Thriller', 'Action', 'Horror']",
Hustle & Flow,['Drama'],Comedy Drama
Some Like It Hot,"['Comedy', 'Romance']",Comedy
Friday the 13th Part VII: The New Blood,"['Horror', 'Thriller']",Thriller
The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",Adventure Family
Young Frankenstein,"['Comedy', 'Science Fiction']",Comedy
Diary of the Dead,"['Horror', 'Action', 'Science Fiction']",Horror
Lage Raho Munna Bhai,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Ulee's Gold,['Drama'],Drama
The Black Stallion,"['Adventure', 'Family']",
Sardaarji,[],
Journey to Saturn,"['Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']",Action Adventure Science Fiction
Donovan's Reef,"['Adventure', 'Comedy', 'Romance']",Comedy
The Dress,"['Comedy', 'Drama']",Drama
A Guy Named Joe,"['Drama', 'Romance', 'War']",
Blazing Saddles,"['Western', 'Comedy']",Comedy
Friday the 13th: The Final Chapter,"['Horror', 'Thriller']",Horror Thriller
Ida,['Drama'],Drama
Maurice,"['Drama', 'Romance']",Drama Romance
Beer League,['Comedy'],Comedy
Riding Giants,['Documentary'],
Timecrimes,"['Science Fiction', 'Thriller']",Science Fiction
Silver Medalist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']",Drama
Timber Falls,"['Horror', 'Thriller']",Thriller
Singin' in the Rain,"['Comedy', 'Music', 'Romance']",Comedy Romance
"Fat, Sick & Nearly Dead",['Documentary'],
A Haunted House,"['Comedy', 'Horror']",Comedy Horror
2016: Obama's America,['Documentary'],Drama
That Thing You Do!,"['Comedy', 'Drama']",Comedy Drama Music
Halloween III: Season of the Witch,"['Horror', 'Mystery', 'Science Fiction']",
Escape from the Planet of the Apes,"['Action', 'Science Fiction']",Science Fiction
Hud,"['Action', 'Drama', 'Western']",Drama
Kevin Hart: Let Me Explain,"['Comedy', 'Documentary']",Comedy
My Own Private Idaho,"['Drama', 'Romance']",Drama
Garden State,"['Comedy', 'Drama', 'Romance']",Drama
Before Sunrise,"['Drama', 'Romance']",Drama Romance
Evil Words,"['Horror', 'Mystery', 'Thriller']",Thriller
Jesus' Son,"['Comedy', 'Drama', 'Romance']",Drama
Saving Face,"['Comedy', 'Romance']",Comedy Romance
Brick Lane,['Drama'],Drama Romance
Robot & Frank,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",Comedy
My Life Without Me,"['Drama', 'Romance']",Drama Romance
The Spectacular Now,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Religulous,"['Comedy', 'Documentary']",
Fuel,"['Documentary', 'Drama']",Drama
Valley of the Heart's Delight,['Drama'],Drama
Eye of the Dolphin,['Drama'],
8: The Mormon Proposition,['Documentary'],Drama
The Other End of the Line,"['Comedy', 'Romance']",Comedy Romance
Anatomy,"['Horror', 'Thriller']",Thriller
Sleep Dealer,"['Drama', 'Science Fiction', 'Thriller']",
Super,"['Comedy', 'Action', 'Drama']",Action Comedy
Christmas Mail,"['Comedy', 'Family']",Comedy
Stung,"['Comedy', 'Horror']",Comedy
Antibirth,['Horror'],Drama
Get on the Bus,['Drama'],Drama
Thr3e,"['Drama', 'Horror', 'Thriller']",Thriller
Idiocracy,"['Adventure', 'Comedy', 'Science Fiction']",Science Fiction
The Rise of the Krays,['Crime'],
This Is England,"['Drama', 'Crime']",Drama
U.F.O.,"['Action', 'Adventure', 'Science Fiction']",Action Adventure Science Fiction
Bathing Beauty,"['Comedy', 'Music']",Comedy
Go for It!,"['Drama', 'Family']",Comedy Drama
"Dancer, Texas Pop. 81","['Comedy', 'Drama', 'Family']",Drama
Show Boat,"['Music', 'Romance']",Drama
Redemption Road,['Drama'],Drama
The Calling,['Thriller'],Thriller
The Brave Little Toaster,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",Drama
Fantasia,"['Animation', 'Family', 'Music']",Music
8 Days,"['Thriller', 'Drama']",Drama
Friday the 13th Part III,"['Horror', 'Thriller']",Horror Thriller
Friday the 13th: A New Beginning,"['Horror', 'Thriller']",Horror Thriller
The Last Sin Eater,['Drama'],Drama
Do You Believe?,"['Fantasy', 'Drama']",Drama
Impact Point,"['Thriller', 'Romance']",
The Valley of Decision,['Drama'],Drama
Eden,"['Thriller', 'Drama']",
Chicken Tikka Masala,"['Comedy', 'Romance', 'Foreign']",Comedy Drama
There's Always Woodstock,"['Romance', 'Comedy', 'Music']",Comedy Drama Romance
Jack Brooks: Monster Slayer,"['Action', 'Comedy', 'Horror']",
The Best Years of Our Lives,"['Drama', 'History', 'Romance']",Drama
Bully,"['Crime', 'Drama']",Comedy Drama
Elling,"['Comedy', 'Drama']",Drama
Mi America,"['Drama', 'Crime']",Crime Drama
[REC],"['Horror', 'Mystery']",Horror Thriller
Lies in Plain Sight,"['Drama', 'Mystery', 'Thriller']",Drama
Sharkskin,[],Drama
Containment,"['Thriller', 'Horror', 'Science Fiction']",Thriller
The Timber,"['Adventure', 'Drama', 'Western']",
From Russia with Love,"['Action', 'Thriller', 'Adventure']",Action Adventure Thriller
The Toxic Avenger Part II,"['Comedy', 'Horror', 'Action']",
Sleeper,"['Comedy', 'Romance', 'Science Fiction']",Comedy Science Fiction
It Follows,"['Horror', 'Thriller']",
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,['Comedy'],Comedy
To Kill a Mockingbird,"['Crime', 'Drama']",Drama
Mad Max 2: The Road Warrior,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Action Thriller
The Legend of Drunken Master,"['Action', 'Comedy']",Action
Boys Don't Cry,"['Crime', 'Drama']",Drama
Silent House,"['Horror', 'Mystery']",
The Lives of Others,"['Drama', 'Thriller']",Drama Thriller
Courageous,['Drama'],
The Hustler,['Drama'],Drama
Boom Town,"['Adventure', 'Drama', 'Romance']",
The Triplets of Belleville,"['Adventure', 'Animation', 'Comedy', 'Drama']",
Smoke Signals,"['Drama', 'Comedy']",
American Splendor,"['Comedy', 'Drama']",Drama
Before Sunset,"['Drama', 'Romance']",Drama Romance
Amores perros,"['Drama', 'Thriller']",Drama
Thirteen,"['Crime', 'Drama']",Drama
Gentleman's Agreement,"['Drama', 'Romance']",Drama
Winter's Bone,['Drama'],Drama
Touching the Void,"['Documentary', 'Action', 'Adventure']",
Alexander's Ragtime Band,"['Drama', 'Music', 'Romance']",Drama Romance
Me and You and Everyone We Know,"['Comedy', 'Drama']",Drama
Inside Job,['Documentary'],Drama
We Are Your Friends,"['Drama', 'Music', 'Romance']",Drama
Ghost Dog: The Way of the Samurai,"['Crime', 'Drama']",Crime Drama
Harsh Times,"['Crime', 'Drama', 'Thriller', 'Action']",Drama
Captive,"['Crime', 'Drama', 'Thriller']",Drama
Full Frontal,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Witchboard,['Horror'],Horror
Shortbus,"['Romance', 'Drama', 'Comedy']",Drama
Waltz with Bashir,"['Drama', 'Animation', 'War']",Drama
"The Book of Mormon Movie, Volume 1: The Journey",[],Drama
No End in Sight,['Documentary'],
The Diary of a Teenage Girl,"['Drama', 'Romance']",Drama Romance
In the Shadow of the Moon,['Documentary'],
Meek's Cutoff,"['Drama', 'Western']",Drama
Inside Deep Throat,"['History', 'Documentary']",Drama
Dinner Rush,"['Drama', 'Action', 'Thriller']",Drama
Clockwatchers,"['Comedy', 'Drama']",Comedy Drama
The Virginity Hit,['Comedy'],Comedy
Subway,"['Action', 'Thriller']",
House of D,"['Comedy', 'Drama']",Drama
Teeth,"['Comedy', 'Horror']",Comedy
Six-String Samurai,"['Action', 'Adventure', 'Science Fiction']",
Hum To Mohabbat Karega,[],
It's All Gone Pete Tong,"['Drama', 'Comedy', 'Music']",Drama
Saint John of Las Vegas,['Comedy'],Comedy
24 7: Twenty Four Seven,"['Comedy', 'Drama', 'Romance']",Drama
Stonewall,['Drama'],Drama
Roadside Romeo,"['Animation', 'Family', 'Foreign']",
This Thing of Ours,"['Drama', 'Action', 'Thriller']",Thriller
The Lost Medallion: The Adventures of Billy Stone,"['Adventure', 'Family']",
The Last Five Years,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy Drama Romance
The Missing Person,"['Comedy', 'Drama', 'Mystery', 'Thriller']",Drama Thriller
Return of the Living Dead 3,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",
London,"['Drama', 'Action', 'Romance']",Drama
Sherrybaby,['Drama'],Drama
Circle,"['Horror', 'Science Fiction']",
Eden Lake,"['Horror', 'Thriller']",Horror Thriller
Plush,['Thriller'],Drama Romance
Lesbian Vampire Killers,"['Horror', 'Comedy']",Comedy
Gangster's Paradise: Jerusalema,"['Drama', 'Action', 'Crime', 'Foreign']",Action Crime Drama
Freeze Frame,"['Thriller', 'Drama', 'Crime']",Crime Drama Thriller
Grave Encounters,"['Thriller', 'Horror']",Horror Thriller
Stitches,['Horror'],
Nine Dead,"['Crime', 'Drama', 'Horror', 'Thriller']",Thriller
"To Be Frank, Sinatra at 100",['Documentary'],
Bananas,['Comedy'],Comedy
Supercapitalist,['Thriller'],Thriller
Rockaway,"['Action', 'Adventure', 'Drama']",Drama
The Lady from Shanghai,"['Crime', 'Drama', 'Mystery']",Drama
No Man's Land: The Rise of Reeker,"['Horror', 'Thriller']",Horror Thriller
Highway,"['Action', 'Adventure', 'Drama']",
Small Apartments,"['Comedy', 'Crime']",
Coffee Town,['Comedy'],Comedy
The Ghastly Love of Johnny X,"['Comedy', 'Fantasy', 'Music']",
All Is Bright,"['Comedy', 'Drama']",Comedy
The Torture Chamber of Dr. Sadism,"['Mystery', 'Horror', 'History']",
Straight A's,"['Comedy', 'Drama']",Drama
A Funny Thing Happened on the Way to the Forum,"['Comedy', 'Music']",
Slacker Uprising,['Documentary'],
The Legend of Hell's Gate: An American Conspiracy,"['Action', 'Adventure', 'History', 'Western']",Drama
The Walking Deceased,"['Science Fiction', 'Comedy']",Comedy
The Curse of Downers Grove,"['Thriller', 'Mystery', 'Horror', 'Drama']",
Shark Lake,['Thriller'],Thriller
River's Edge,"['Crime', 'Drama']",
Northfork,"['Fantasy', 'Drama', 'Science Fiction']",
The Marine 4: Moving Target,"['Thriller', 'Action']",Action
Buried,"['Drama', 'Thriller', 'Mystery']",Thriller
Submarine,"['Drama', 'Comedy', 'Romance']",Comedy Drama
The Square,"['Documentary', 'Drama', 'History']",Drama
One to Another,['Drama'],Drama
ABCD (Any Body Can Dance),"['Drama', 'Music']",
Man on Wire,"['Thriller', 'Documentary', 'Crime', 'History']",Drama
Abandoned,"['Drama', 'Thriller']",Drama
Brotherly Love,['Drama'],Drama
The Last Exorcism,"['Horror', 'Drama', 'Thriller']",Horror Thriller
Nowhere Boy,['Drama'],Drama
A Streetcar Named Desire,['Drama'],Drama
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Drama', 'Comedy', 'War']",Drama
The Crime of Padre Amaro,"['Drama', 'Romance']",Drama
Beasts of the Southern Wild,"['Drama', 'Fantasy']",Drama
Battle for the Planet of the Apes,"['Action', 'Science Fiction']",Action Science Fiction
Songcatcher,"['Drama', 'Music']",Drama
Higher Ground,"['Drama', 'Thriller']",Drama
Vaalu,"['Comedy', 'Romance']",Comedy Drama Romance
The Greatest Movie Ever Sold,"['Comedy', 'Documentary']",Comedy
Ed and His Dead Mother,['Comedy'],Comedy
Travellers and Magicians,"['Adventure', 'Drama', 'Foreign']",Drama
Hang 'em High,['Western'],Drama
Deadline - U.S.A.,"['Crime', 'Drama']",
Sublime,"['Horror', 'Thriller']",Drama Thriller
A Beginner's Guide to Snuff,"['Thriller', 'Comedy', 'Horror']",
Independence Daysaster,"['Action', 'Science Fiction']",Action Science Fiction
Dysfunctional Friends,"['Comedy', 'Romance']",Comedy
Run Lola Run,"['Action', 'Drama', 'Thriller']",Drama Thriller
May,"['Drama', 'Horror', 'Thriller', 'Romance']",Drama Thriller
Against the Wild,"['Adventure', 'Family']",
Under the Same Moon,['Drama'],Drama
Conquest of the Planet of the Apes,"['Action', 'Science Fiction']",
In the Bedroom,"['Drama', 'Thriller']",Comedy Drama Romance
I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']",
"Happy, Texas","['Comedy', 'Crime']",Comedy
My Summer of Love,"['Drama', 'Thriller', 'Romance']",Drama
The Lunchbox,"['Drama', 'Romance']",Drama
Yes,"['Drama', 'Romance']",Comedy Drama Romance
You Can't Take It With You,"['Comedy', 'Romance']",Comedy Romance
From Here to Eternity,"['War', 'Drama', 'Romance']",Drama
She Wore a Yellow Ribbon,['Western'],
Grace Unplugged,"['Drama', 'Music']",Drama
Foolish,"['Comedy', 'Drama']",Comedy
